Address,Area_Name,Collision_Count
LA BREA                      BL,Wilshire,134
36TH                         PL,Southwest,134
11TH                         ST,Central,133
CHASE                        ST,Devonshire,133
RAYMER                       ST,Van Nuys,133
PENROSE                      ST,Foothill,132
MAGNOLIA,N Hollywood,132
HOOVER,Rampart,132
BUNDY,West LA,132
MONTANA                      AV,West LA,132
PARTHENIA                    ST,Topanga,131
WILMINGTON,Southeast,131
101ST                        ST,Southeast,131
S  CENTRAL                      AV,Newton,131
RINALDI,Devonshire,130
HOOVER,Southeast,130
TEMPLE,Central,130
BURBANK,Van Nuys,130
FIGUEROA                     ST,Newton,129
SAINT ANDREWS                PL,Olympic,129
8TH                          ST,Wilshire,129
PRAIRIE                      ST,Devonshire,129
WASHINGTON                   BL,Hollenbeck,129
CANOGA                       AV,Devonshire,129
FLORENCE,Newton,128
PERSHING                     DR,Pacific,128
LORENA,Hollenbeck,128
HART                         ST,West Valley,128
BIXEL                        ST,Rampart,128
BENTON                       WY,Rampart,127
SAN FERNANDO                 BL,Devonshire,127
OLIVE,Central,127
HADDON                       AV,Foothill,126
VAN NESS                     AV,Hollywood,126
95TH                         ST,Southeast,126
GAGE,Newton,126
RADFORD                      AV,N Hollywood,126
PALMS,Pacific,126
SHERMAN,Van Nuys,126
VAN NUYS,Foothill,126
GLENDALE,Rampart,125
LASSEN,Devonshire,125
KESTER,Van Nuys,125
ROSCOE,Devonshire,125
ADAMS,Newton,125
56TH                         ST,Newton,124
42ND                         ST,Southwest,124
WALGROVE                     AV,Pacific,124
WILMINGTON,Harbor,124
GRAMERCY                     PL,77th Street,124
SYLMAR                       AV,Van Nuys,124
MAIN,Southeast,123
00,West LA,123
7TH,Rampart,123
CENTURY PARK,West LA,123
YUCCA                        ST,Hollywood,123
46TH                         ST,Newton,123
BENEDICT CANYON              DR,West LA,123
53RD                         ST,Newton,123
LOUISE                       AV,Devonshire,123
FLOWER,Central,122
JEFFERSON,Pacific,122
41ST                         PL,Newton,122
AVALON,Harbor,122
DICKENS                      ST,Van Nuys,122
AVENUE SAN LUIS,Topanga,122
MCLAUGHLIN                   AV,Pacific,122
58TH                         ST,77th Street,122
45TH                         ST,Newton,121
64TH                         ST,77th Street,121
RANCHITO                     AV,Van Nuys,121
NAOMI                        AV,Newton,120
BRADLEY                      AV,Foothill,120
PARTHENIA,Mission,120
WASHINGTON                   BL,Rampart,120
WILCOX,Hollywood,120
OXNARD,Van Nuys,120
OXNARD,N Hollywood,119
15TH                         ST,Newton,119
INDIANA                      ST,Hollenbeck,119
106TH                        ST,Southeast,118
SANTA MONICA                 BL,Northeast,118
93RD                         ST,Southeast,118
89TH                         ST,Southeast,118
VALERIO                      ST,Topanga,118
SATICOY                      ST,Foothill,117
PICO,Central,117
11TH                         AV,77th Street,117
2ND                          ST,Rampart,117
VALERIO                      ST,West Valley,115
WILLOUGHBY                   AV,Wilshire,115
25TH                         ST,Newton,115
LAUREL CANYON,Hollywood,115
MOTOR                        AV,Pacific,115
JAMES M WOOD,Olympic,115
BURNET                       AV,Mission,115
RAMPART,Rampart,115
HAZELTINE,Van Nuys,115
ROWENA                       AV,Northeast,115
ACADEMY                      RD,Northeast,114
VERMONT,Harbor,114
ARGYLE                       AV,Hollywood,114
41ST                         ST,Southwest,114
STANFORD                     AV,Newton,114
98TH                         ST,Southeast,114
BURBANK,N Hollywood,114
WHITSETT,N Hollywood,114
BEAUDRY,Rampart,114
BONNIE BRAE,Rampart,113
88TH                         PL,Southeast,113
HUBBARD,Mission,113
71ST                         ST,77th Street,113
47TH                         ST,Newton,113
SILVER LAKE                  BL,Rampart,112
VERNON,77th Street,112
52ND                         ST,Newton,112
N  BROADWAY,Central,112
59TH                         PL,77th Street,112
ARCADIA                      ST,Central,112
49TH                         ST,77th Street,111
HATTERAS                     ST,West Valley,111
LOMITA,Harbor,111
11TH                         ST,Rampart,111
MULHOLLAND                   DR,Hollywood,111
6TH                          ST,Harbor,111
ZOO                          DR,Northeast,111
LINDLEY,West Valley,110
54TH,77th Street,110
NOBLE                        AV,Van Nuys,110
SEPULVEDA                    BL,Harbor,110
VIRGIL,Rampart,110
27TH                         ST,Newton,110
SAN FERNANDO MISSION         BL,Mission,110
LEIMERT                      BL,Southwest,110
FILMORE                      ST,Foothill,110
HARVARD                      BL,77th Street,110
6TH                          ST,Hollenbeck,109
17TH                         ST,Central,109
LAKE                         ST,Rampart,109
S  BROADWAY,Newton,109
47TH                         ST,77th Street,109
LENNOX                       AV,Van Nuys,108
TUJUNGA                      AV,Foothill,108
COTNER                       AV,West LA,108
FAIR                         AV,N Hollywood,108
BELLEVUE                     AV,Rampart,108
HILLHURST,Northeast,108
EVERGREEN                    AV,Hollenbeck,108
TUJUNGA,N Hollywood,108
YOLANDA                      AV,West Valley,108
IVAR                         AV,Hollywood,108
BRAND                        BL,Mission,107
COLDWATER CA,N Hollywood,107
9TH                          ST,Newton,107
HOOVER,Olympic,107
MAXELLA                      AV,Pacific,107
CENTINELA                    AV,West LA,107
LA CIENEGA,West LA,107
GRAND                        AV,Harbor,107
CLOVERDALE                   AV,Wilshire,107
DELANO                       ST,Van Nuys,107
WOODLAKE                     AV,Topanga,106
CHATSWORTH,Devonshire,106
20TH                         ST,Newton,106
DENKER                       AV,Southwest,106
1ST,Hollenbeck,106
MELROSE,Rampart,106
OPP                          ST,Harbor,106
HUNTINGTON,Hollenbeck,106
9TH,Central,105
ASTORIA                      ST,Mission,105
ROMAINE                      ST,Hollywood,105
MARENGO,Hollenbeck,105
55TH                         ST,77th Street,105
94TH                         ST,Southeast,105
GLADSTONE                    AV,Mission,105
43RD                         PL,Newton,105
ROSEWOOD                     AV,Wilshire,104
FRANKLIN,Northeast,104
HAYWORTH                     AV,Wilshire,104
SYCAMORE                     AV,Hollywood,104
WASHINGTON                   BL,Southwest,104
13TH                         ST,Harbor,104
MOTT                         ST,Hollenbeck,104
24TH                         ST,Southwest,103
21ST                         ST,Newton,103
DETROIT                      ST,Wilshire,103
SAN VICENTE,West LA,103
61ST                         ST,Newton,103
24TH                         ST,Newton,103
AVENUE OF THE STARS,West LA,102
GRAND                        AV,Southeast,102
SAN PEDRO,Central,102
FRIAR                        ST,Van Nuys,102
HOLLYWOOD                    WY,Foothill,102
COLISEUM,Southwest,102
12TH                         ST,Central,102
OWENSMOUTH                   AV,Devonshire,102
WILTON,Hollywood,102
1ST                          ST,Wilshire,102
THE GROVE                    DR,Wilshire,102
YOSEMITE                     DR,Northeast,102
RIVERSIDE,N Hollywood,102
NORMANDIE                    AV,Rampart,101
KESTER                       AV,Mission,101
WYANDOTTE                    ST,Van Nuys,101
RAYMOND                      AV,77th Street,101
FEDERAL                      AV,West LA,100
FALLBROOK,Topanga,100
STAGG                        ST,Foothill,100
BECK                         AV,N Hollywood,99
ARCHWOOD                     ST,N Hollywood,99
COLLEGE                      ST,Central,99
VIGNES                       ST,Central,99
MATEO                        ST,Newton,99
AVENUE 64,Northeast,99
ORANGE                       DR,Wilshire,99
APPERSON                     ST,Foothill,99
CADILLAC                     AV,West LA,99
HUNTINGTON D,Hollenbeck,99
EL CENTRO                    AV,Hollywood,99
KITTRIDGE                    ST,Topanga,99
BRADLEY                      AV,Mission,99
SANTA FE,Newton,98
ROSE,Pacific,98
BURLINGTON,Rampart,98
GRAND,Newton,98
182ND                        ST,Harbor,98
HAWTHORN                     AV,Hollywood,98
99TH                         ST,Southeast,98
LEXINGTON,Hollywood,98
COMPTON,Southeast,98
MCKINLEY                     AV,77th Street,98
103RD,Southeast,98
14TH                         ST,Newton,97
50TH                         ST,Newton,97
LONG BEACH,Newton,97
28TH                         ST,Newton,97
ERWIN                        ST,N Hollywood,97
OVERLAND,Pacific,97
65TH                         ST,77th Street,97
VALLEY VISTA                 BL,Van Nuys,96
MELROSE,Olympic,96
VAN NESS                     AV,Olympic,96
LUCAS                        AV,Rampart,96
46TH                         ST,77th Street,96
ALPINE                       ST,Central,96
96TH                         ST,Pacific,96
NEWCASTLE                    AV,West Valley,96
VANALDEN                     AV,Devonshire,96
ZELZAH                       AV,West Valley,95
WEYBURN                      AV,West LA,95
2ND,Central,95
66TH                         ST,77th Street,95
STRATHERN                    ST,Topanga,95
CORBIN,Devonshire,95
2ND                          AV,Southwest,95
RAYEN                        ST,Devonshire,95
BARRINGTON                   AV,Pacific,95
00,Olympic,95
TORRANCE                     BL,Harbor,94
MULHOLLAND                   DR,N Hollywood,94
MARLTON                      AV,Southwest,94
SERRANO                      AV,Hollywood,94
7TH                          AV,Southwest,94
ORLANDO                      AV,Wilshire,94
223RD                        ST,Harbor,94
WITMER                       ST,Rampart,94
ABBOT KINNEY,Pacific,94
FOUNTAIN,Northeast,94
HART                         ST,Van Nuys,93
HOLT                         AV,West LA,93
CANTERBURY                   AV,Mission,93
VIRGIL,Olympic,93
41ST,Newton,93
FAIRFAX                      AV,Hollywood,93
MANNING                      AV,West LA,93
STOCKER,Southwest,92
KITTRIDGE                    ST,West Valley,92
COMPTON,Newton,92
56TH                         ST,77th Street,92
ALISO                        ST,Central,92
21ST                         ST,Wilshire,91
DRONFIELD                    AV,Mission,91
PICO                         BL,Newton,91
HOPE,Central,91
BORDEN                       AV,Mission,91
BELOIT                       AV,West LA,91
JAMES M WOOD                 BL,Central,91
VALJEAN                      AV,West Valley,91
GENESEE                      AV,Wilshire,91
11TH                         AV,Southwest,90
BEETHOVEN                    ST,Pacific,90
45TH                         ST,77th Street,90
BEACHY                       AV,Mission,90
6TH,Wilshire,90
PASADENA,Hollenbeck,90
33RD                         ST,Newton,89
LARCHMONT                    BL,Wilshire,89
SATICOY                      ST,Mission,89
48TH                         ST,Newton,89
IMPERIAL,Pacific,89
WESTMORELAND,Olympic,89
MANSFIELD                    AV,Wilshire,89
CLEON                        AV,N Hollywood,89
LAS PALMAS,Hollywood,89
MISSOURI                     AV,West LA,89
PACIFIC COAST,West LA,88
FULLER                       AV,Hollywood,88
59TH                         PL,Newton,88
BRONSON                      AV,Wilshire,88
190TH,Harbor,88
MARMION                      WY,Northeast,88
OSBORNE,Foothill,88
SHENANDOAH                   ST,West LA,88
HILLCREST                    DR,Southwest,88
SHERMAN,Topanga,88
GLENDON                      AV,West LA,88
HAUSER                       BL,Southwest,87
E  CESAR E CHAVEZ               AV,Hollenbeck,87
CLARK                        ST,West Valley,87
58TH                         PL,77th Street,87
MENLO                        AV,Olympic,87
PICKFORD                     ST,Wilshire,87
PICO,Rampart,87
SPAULDING                    AV,Wilshire,87
VETERAN,West LA,87
BLEDSOE                      ST,Mission,87
HART                         ST,N Hollywood,87
HOLLYWOOD,Northeast,87
SAWTELLE,Pacific,87
HAMLIN                       ST,N Hollywood,87
AVENUE 57,Northeast,86
NEW HAMPSHIRE,Olympic,86
WASHINGTON                   PL,Pacific,86
RIVERSIDE,Van Nuys,86
ALVARADO,Northeast,86
COMMONWEALTH                 AV,Olympic,86
GRAPE                        ST,Southeast,86
ROBERTSON                    BL,Wilshire,86
53RD                         ST,77th Street,86
EASTERN,Hollenbeck,86
VENTURA CANYON               AV,Mission,86
118TH                        ST,Southeast,86
ECHO PARK                    AV,Rampart,86
ORANGE GROVE                 AV,Wilshire,86
